"name","gender","birthday","state","party","class","start","end"
"Paul Tsongas","M","1941-02-14","MA","Democrat",2,1979-01-15,1985-01-03
"James Abdnor","M","1923-02-13","SD","Republican",3,1981-01-05,1987-01-03
"Mark Andrews","M","1926-05-19","ND","Republican",3,1981-01-05,1987-01-03
"Jeremiah Denton","M","1924-07-15","AL","Republican",3,1981-01-05,1987-01-03
"Thomas Eagleton","M","1929-09-04","MO","Democrat",3,1968-12-28,1987-01-03
"John East","M","1931-05-05","NC","Republican",3,1981-01-05,1986-06-29
"Barry Goldwater","M","1909-01-01","AZ","Republican",1,1953-01-03,1965-01-03
"Barry Goldwater","M","1909-01-01","AZ","Republican",3,1969-01-03,1987-01-03
"Gary Hart","M","1936-11-28","CO","Democrat",3,1975-01-14,1987-01-03
"Paula Hawkins","F","1927-01-24","FL","Republican",3,1981-01-05,1987-01-03
"Paul Laxalt","M","1922-08-02","NV","Republican",3,1974-12-18,1987-01-03
"Russell Long","M","1918-11-03","LA","Democrat",3,1948-01-01,1987-01-03
"Charles Mathias","M","1922-07-24","MD","Republican",3,1969-01-03,1987-01-03
"Mack Mattingly","M","1931-01-07","GA","Republican",3,1981-01-05,1987-01-03
"Nicholas Brady","M","1930-04-11","NJ","Republican",1,1982-04-12,1982-12-27
"Lawton Chiles","M","1930-04-03","FL","Democrat",1,1971-01-21,1989-01-03
"Daniel Evans","M","1925-10-16","WA","Republican",1,1983-09-08,1989-01-03
"Jacob Hecht","M","1928-11-30","NV","Republican",1,1983-01-03,1989-01-03
"Henry Jackson","M","1912-05-31","WA","Democrat",1,1953-01-03,1983-09-01
"John Melcher","M","1924-09-06","MT","Democrat",1,1977-01-04,1989-01-03
"William Proxmire","M","1915-11-11","WI","Democrat",1,1957-01-03,1989-01-03
"Robert Stafford","M","1913-08-08","VT","Republican",1,1971-09-16,1989-01-03
"John Stennis","M","1901-08-03","MS","Democrat",1,1947-01-03,1989-01-03
"Paul Trible","M","1946-12-29","VA","Republican",1,1983-01-03,1989-01-03
"Lowell Weicker","M","1931-05-16","CT","Republican",1,1971-01-21,1989-01-03
"Edward Zorinsky","M","1928-11-11","NE","Democrat",1,1976-12-28,1987-12-31
"William Armstrong","M","1937-03-16","CO","Republican",2,1979-01-15,1991-01-03
"Rudolph Boschwitz","M","1930-11-07","MN","Republican",2,1978-12-30,1991-01-03
"Gordon Humphrey","M","1940-10-09","NH","Republican",2,1979-01-15,1990-12-04
"James McClure","M","1924-12-27","ID","Republican",2,1973-01-03,1991-01-03
"James Sanford","M","1917-08-20","NC","Democrat",3,1986-11-05,1993-01-03
"James Broyhill","M","1927-08-19","NC","Republican",3,1986-07-14,1986-11-04
"Brockman Adams","M","1927-01-13","WA","Democrat",3,1987-01-06,1993-01-03
"Alan Cranston","M","1914-06-19","CA","Democrat",3,1969-01-03,1993-01-03
"Alan Dixon","M","1927-07-07","IL","Democrat",3,1981-01-05,1993-01-03
"Wyche Fowler","M","1940-10-06","GA","Democrat",3,1987-01-06,1993-01-03
"Edwin Garn","M","1932-10-12","UT","Republican",3,1974-12-21,1993-01-03
"David Karnes","M","1948-12-12","NE","Republican",1,1987-03-11,1989-01-03
"Robert Kasten","M","1942-06-19","WI","Republican",3,1981-01-05,1993-01-03
"James Quayle","M","1947-02-04","IN","Republican",3,1981-01-05,1989-12-31
"Warren Rudman","M","1930-05-18","NH","Republican",3,1980-12-29,1993-01-03
"Steven Symms","M","1938-04-23","ID","Republican",3,1981-01-05,1993-01-03
"Timothy Wirth","M","1939-09-22","CO","Democrat",3,1987-01-06,1993-01-03
"Lloyd Bentsen","M","1921-02-11","TX","Democrat",1,1971-01-21,1993-12-31
"Quentin Burdick","M","1908-06-19","ND","Democrat",1,1960-08-08,1992-09-08
"John Danforth","M","1936-09-05","MO","Republican",1,1976-12-27,1995-01-03
"Dennis DeConcini","M","1937-05-08","AZ","Democrat",1,1977-01-04,1995-01-03
"David Durenberger","M","1934-08-19","MN","Republican",1,1978-01-01,1995-01-03
"Henry Heinz","M","1938-10-23","PA","Republican",1,1977-01-04,1991-12-31
"Spark Matsunaga","M","1916-10-08","HI","Democrat",1,1977-01-04,1991-01-03
"Howard Metzenbaum","M","1917-06-04","OH","Democrat",3,1974-01-04,1974-12-23
"Howard Metzenbaum","M","1917-06-04","OH","Democrat",1,1976-12-29,1995-01-03
"George Mitchell","M","1933-08-20","ME","Democrat",1,1980-05-17,1995-01-03
"Claude Pepper","M","1900-09-08","FL","Democrat",3,1936-01-01,1951-01-03
"Donald Riegle","M","1938-02-04","MI","Democrat",1,1977-01-04,1995-01-03
"James Sasser","M","1936-09-30","TN","Democrat",1,1977-01-04,1995-01-03
"Malcolm Wallop","M","1933-02-27","WY","Republican",1,1977-01-04,1995-01-03
"Pete Wilson","M","1933-08-23","CA","Republican",1,1983-01-03,1991-12-31
"David Boren","M","1941-04-21","OK","Democrat",2,1979-01-15,1995-01-03
"William Bradley","M","1943-07-28","NJ","Democrat",2,1979-01-15,1997-01-03
"George Brown","M","1940-02-12","CO","Republican",2,1991-01-03,1997-01-03
"William Cohen","M","1940-08-28","ME","Republican",2,1979-01-15,1997-01-03
"J. Exon","M","1921-08-09","NE","Democrat",2,1979-01-15,1997-01-03
"Albert Gore","M","1948-03-31","TN","Democrat",2,1985-01-03,1993-01-02
"Mark Hatfield","M","1922-07-12","OR","Republican",2,1967-01-10,1997-01-03
"Howell Heflin","M","1921-06-19","AL","Democrat",2,1979-01-15,1997-01-03
"John Johnston","M","1932-06-10","LA","Democrat",2,1972-11-14,1997-01-03
"Nancy Kassebaum","F","1932-07-29","KS","Republican",2,1978-12-23,1997-01-03
"Samuel Nunn","M","1938-09-08","GA","Democrat",2,1972-11-08,1997-01-03
"Claiborne Pell","M","1918-11-22","RI","Democrat",2,1961-01-03,1997-01-03
"Larry Pressler","M","1942-03-29","SD","Republican",2,1979-01-15,1997-01-03
"David Pryor","M","1934-08-29","AR","Democrat",2,1979-01-15,1997-01-03
"John Seymour","M","1937-12-03","CA","Republican",1,1991-01-07,1993-01-03
"Paul Simon","M","1928-11-29","IL","Democrat",2,1985-01-03,1997-01-03
"Alan Simpson","M","1931-09-02","WY","Republican",2,1979-01-15,1997-01-03
"Harris Wofford","M","1926-04-09","PA","Democrat",1,1991-05-08,1995-01-03
"Jocelyn Burdick","F","1922-02-06","ND","Democrat",1,1992-09-16,1992-12-14
"Dale Bumpers","M","1925-08-12","AR","Democrat",3,1975-01-14,1999-01-03
"Alfonse D’Amato","M","1937-08-01","NY","Republican",3,1981-01-05,1999-01-03
"Robert Dole","M","1923-07-22","KS","Republican",3,1969-01-03,1996-06-11
"Duncan Faircloth","M","1928-01-14","NC","Republican",3,1993-01-05,1999-01-03
"Wendell Ford","M","1924-09-08","KY","Democrat",3,1974-12-28,1999-01-03
"John Glenn","M","1921-07-18","OH","Democrat",3,1974-12-24,1999-01-03
"Dirk Kempthorne","M","1951-10-29","ID","Republican",3,1993-01-05,1999-01-03
"Robert Krueger","M","1935-09-19","TX","Democrat",1,1993-01-21,1993-12-31
"Harlan Mathews","M","1927-01-17","TN","Democrat",2,1993-01-05,1995-01-03
"Carol Moseley Braun","F","1947-08-16","IL","Democrat",3,1993-01-05,1999-01-03
"Robert Packwood","M","1932-09-11","OR","Republican",3,1969-01-03,1995-12-31
"Spencer Abraham","M","1952-06-12","MI","Republican",1,1995-01-04,2001-01-03
"John Ashcroft","M","1942-05-09","MO","Republican",1,1995-01-04,2001-01-03
"Richard Bryan","M","1937-07-16","NV","Democrat",1,1989-01-03,2001-01-03
"John Chafee","M","1922-10-22","RI","Republican",1,1976-12-29,1999-10-24
"T. Gorton","M","1928-01-08","WA","Republican",3,1981-01-05,1987-01-03
"T. Gorton","M","1928-01-08","WA","Republican",1,1989-01-03,2001-01-03
"Rod Grams","M","1948-02-04","MN","Republican",1,1995-01-04,2001-01-03
"J. Kerrey","M","1943-08-27","NE","Democrat",1,1989-01-03,2001-01-03
"Connie Mack","M","1940-10-29","FL","Republican",1,1989-01-03,2001-01-03
"Daniel Moynihan","M","1927-03-16","NY","Democrat",1,1977-01-04,2001-01-03
"Charles Robb","M","1939-06-26","VA","Democrat",1,1989-01-03,2001-01-03
"William Roth","M","1921-07-22","DE","Republican",1,1971-01-21,2001-01-03
"Sheila Frahm","F","1945-03-22","KS","Republican",3,1996-06-11,1996-11-05
"J. Cleland","M","1942-08-24","GA","Democrat",2,1997-01-07,2003-01-03
"Phil Gramm","M","1942-07-08","TX","Republican",2,1985-01-03,2002-11-29
"Jesse Helms","M","1921-10-18","NC","Republican",2,1973-01-03,2003-01-03
"Tim Hutchinson","M","1949-08-11","AR","Republican",2,1997-01-07,2003-01-03
"Robert Smith","M","1941-03-30","NH","Republican",2,1990-12-07,2003-01-03
"Fred Thompson","M","1942-08-19","TN","Republican",2,1994-12-02,2003-01-03
"J. Thurmond","M","1902-12-05","SC","Democrat",2,1955-01-05,1956-04-04
"J. Thurmond","M","1902-12-05","SC","Democrat",2,1956-11-07,1961-01-03
"J. Thurmond","M","1902-12-05","SC","Republican",2,1961-01-03,2003-01-03
"Robert Torricelli","M","1951-08-27","NJ","Democrat",2,1997-01-07,2003-01-03
"Paul Wellstone","M","1944-07-21","MN","Democrat",2,1991-01-03,2002-10-25
"John Breaux","M","1944-03-01","LA","Democrat",3,1987-01-06,2005-01-03
"Ben Campbell","M","1933-04-13","CO","Republican",3,1993-01-05,2005-01-03
"Paul Coverdell","M","1939-01-20","GA","Republican",3,1993-01-05,2001-01-03
"Thomas Daschle","M","1947-12-09","SD","Democrat",3,1987-01-06,2005-01-03
"John Edwards","M","1953-06-10","NC","Democrat",3,1999-01-06,2005-01-03
"Peter Fitzgerald","M","1960-10-20","IL","Republican",3,1999-01-06,2005-01-03
"Bob Graham","M","1936-11-09","FL","Democrat",3,1987-01-06,2005-01-03
"Ernest Hollings","M","1922-01-01","SC","Democrat",3,1966-11-09,2005-01-03
"Frank Murkowski","M","1933-03-28","AK","Republican",3,1981-01-05,2002-12-19
"Don Nickles","M","1948-12-06","OK","Republican",3,1981-01-05,2005-01-03
"Zell Miller","M","1932-02-24","GA","Democrat",3,2000-07-24,2005-01-03
"George Allen","M","1952-03-08","VA","Republican",1,2001-01-03,2007-01-03
"Conrad Burns","M","1935-01-25","MT","Republican",1,1989-01-03,2007-01-03
"Jean Carnahan","F","1933-12-20","MO","Democrat",1,2001-01-03,2003-01-03
"Lincoln Chafee","M","1953-03-26","RI","Republican",1,1999-11-02,2007-01-03
"Jon Corzine","M","1947-01-01","NJ","Democrat",1,2001-01-03,2006-01-17
"Mark Dayton","M","1947-01-26","MN","Democrat",1,2001-01-03,2007-01-03
"Michael DeWine","M","1947-01-05","OH","Republican",1,1995-01-04,2007-01-03
"William Frist","M","1952-02-22","TN","Republican",1,1995-01-04,2007-01-03
"James Jeffords","M","1934-05-11","VT","Republican",1,1989-01-03,2001-01-03
"James Jeffords","M","1934-05-11","VT","Independent",1,2001-01-03,2007-01-03
"Richard Santorum","M","1958-05-10","PA","Republican",1,1995-01-04,2007-01-03
"Paul Sarbanes","M","1933-02-03","MD","Democrat",1,1977-01-04,2007-01-03
"Dean Barkley","M","1950-08-31","MN","Independent",2,2002-11-05,2003-01-03
"James Talent","M","1956-10-18","MO","Republican",1,2002-11-25,2007-01-03
"Wayne Allard","M","1943-12-02","CO","Republican",2,1997-01-07,2009-01-03
"Norm Coleman","M","1949-08-17","MN","Republican",2,2003-01-07,2009-01-03
"Larry Craig","M","1945-07-20","ID","Republican",2,1991-01-03,2009-01-03
"Elizabeth Dole","F","1936-07-29","NC","Republican",2,2003-01-07,2009-01-03
"Pete Domenici","M","1932-05-07","NM","Republican",2,1973-01-03,2009-01-03
"Charles Hagel","M","1946-10-04","NE","Republican",2,1997-01-07,2009-01-03
"Gordon Smith","M","1952-05-25","OR","Republican",2,1997-01-07,2009-01-03
"Ted Stevens","M","1923-11-18","AK","Republican",2,1968-12-24,2009-01-03
"John Sununu","M","1964-09-10","NH","Republican",2,2003-01-07,2009-01-03
"John Warner","M","1927-02-18","VA","Republican",2,1979-01-15,2009-01-03
"Evan Bayh","M","1955-12-26","IN","Democrat",3,1999-01-06,2011-01-03
"Robert Bennett","M","1933-09-18","UT","Republican",3,1993-01-05,2011-01-03
"Christopher Bond","M","1939-03-06","MO","Republican",3,1987-01-06,2011-01-03
"Samuel Brownback","M","1956-09-12","KS","Republican",3,1996-11-07,2011-01-03
"Jim Bunning","M","1931-10-23","KY","Republican",3,1999-01-06,2011-01-03
"Christopher Dodd","M","1944-05-27","CT","Democrat",3,1981-01-05,2011-01-03
"Byron Dorgan","M","1942-05-14","ND","Democrat",3,1992-12-15,2011-01-03
"Russell Feingold","M","1953-03-02","WI","Democrat",3,1993-01-05,2011-01-03
"Judd Gregg","M","1947-02-14","NH","Republican",3,1993-01-05,2011-01-03
"Blanche Lincoln","F","1960-09-30","AR","Democrat",3,1999-01-06,2011-01-03
"Mel Martinez","M","1946-10-23","FL","Republican",3,2005-01-04,2009-09-09
"Ken Salazar","M","1955-03-02","CO","Democrat",3,2005-01-04,2009-01-21
"Arlen Specter","M","1930-02-12","PA","Republican",3,1981-01-05,2005-01-03
"Arlen Specter","M","1930-02-12","PA","Democrat",3,2005-01-04,2011-01-03
"George Voinovich","M","1936-07-15","OH","Republican",3,1999-01-06,2011-01-03
"Robert Byrd","M","1917-11-20","WV","Democrat",1,1959-01-07,2010-06-28
"Hillary Clinton","F","1947-10-26","NY","Democrat",1,2001-01-03,2009-01-21
"John Ensign","M","1958-03-25","NV","Republican",1,2001-01-03,2011-05-03
"Edward Kennedy","M","1932-02-22","MA","Democrat",1,1962-11-07,2009-08-25
"Trent Lott","M","1941-10-09","MS","Republican",1,1989-01-03,2007-12-18
"Craig Thomas","M","1933-02-17","WY","Republican",1,1995-01-04,2007-06-04
"Joseph Biden","M","1942-11-20","DE","Democrat",2,1973-01-03,2009-01-15
"Roland Burris","M","1937-08-03","IL","Democrat",3,2009-01-15,2010-11-29
"Edward Kaufman","M","1939-03-15","DE","Democrat",2,2009-01-16,2010-11-15
"George LeMieux","M","1969-05-21","FL","Republican",3,2009-09-10,2011-01-03
"Paul Kirk","M","1938-01-18","MA","Democrat",1,2009-09-25,2010-02-04
"Carte Goodwin","M","1974-02-27","WV","Democrat",1,2010-07-20,2010-11-14
"Barack Obama","M","1961-08-04","IL","Democrat",3,2005-01-04,2008-11-16
"Daniel Inouye","M","1924-09-07","HI","Democrat",3,1963-01-09,2012-12-17
"Daniel Akaka","M","1924-09-11","HI","Democrat",1,1990-05-16,2013-01-03
"Jeff Bingaman","M","1943-10-03","NM","Democrat",1,1983-01-03,2013-01-03
"Kent Conrad","M","1948-03-12","ND","Democrat",3,1987-01-06,1992-12-14
"Kent Conrad","M","1948-03-12","ND","Democrat",1,1992-12-15,2013-01-03
"Kay Hutchison","F","1943-07-22","TX","Republican",1,1993-01-05,2013-01-03
"Herbert Kohl","M","1935-02-07","WI","Democrat",1,1989-01-03,2013-01-03
"Joseph Lieberman","M","1942-02-24","CT","Democrat",1,1989-01-03,2007-01-03
"Joseph Lieberman","M","1942-02-24","CT","Independent",1,2007-01-04,2013-01-03
"Richard Lugar","M","1932-04-04","IN","Republican",1,1977-01-04,2013-01-03
"Ben Nelson","M","1941-05-17","NE","Democrat",1,2001-01-03,2013-01-03
"Olympia Snowe","F","1947-02-21","ME","Republican",1,1995-01-04,2013-01-03
"Jim Webb","M","1946-02-09","VA","Democrat",1,2007-01-04,2013-01-03
"Scott Brown","M","1959-09-12","MA","Republican",1,2010-02-04,2013-01-03
"Jim DeMint","M","1951-09-02","SC","Republican",3,2005-01-04,2013-01-01
"John Kerry","M","1943-12-11","MA","Democrat",2,1985-01-03,2013-02-01
"Frank Lautenberg","M","1924-01-23","NJ","Democrat",1,1982-12-27,2001-01-03
"Frank Lautenberg","M","1924-01-23","NJ","Democrat",2,2003-01-07,2013-06-03
"William Cowan","M","1969-04-04","MA","Democrat",2,2013-02-06,2013-07-16
"Jeffrey Chiesa","M","1965-06-22","NJ","Republican",2,2013-06-10,2013-10-31
"Max Baucus","M","1941-12-11","MT","Democrat",2,1978-12-15,2014-02-06
"Mark Begich","M","1962-03-30","AK","Democrat",2,2009-01-06,2015-01-03
"Saxby Chambliss","M","1943-11-10","GA","Republican",2,2003-01-07,2015-01-03
"Kay Hagan","F","1953-05-26","NC","Democrat",2,2009-01-06,2015-01-03
"Thomas Harkin","M","1939-11-19","IA","Democrat",2,1985-01-03,2015-01-03
"Tim Johnson","M","1946-12-28","SD","Democrat",2,1997-01-07,2015-01-03
"Mary Landrieu","F","1955-11-23","LA","Democrat",2,1997-01-07,2015-01-03
"Carl Levin","M","1934-06-28","MI","Democrat",2,1979-01-15,2015-01-03
"Mark Pryor","M","1963-01-10","AR","Democrat",2,2003-01-07,2015-01-03
"John Rockefeller","M","1937-06-18","WV","Democrat",2,1985-01-03,2015-01-03
"Mark Udall","M","1950-07-18","CO","Democrat",2,2009-01-06,2015-01-03
"Thomas Coburn","M","1948-03-14","OK","Republican",3,2005-01-04,2015-01-03
"John Walsh","M","1960-11-03","MT","Democrat",2,2014-02-11,2015-01-03
"Mike Johanns","M","1950-06-18","NE","Republican",2,2009-01-06,2015-01-03
"Kelly Ayotte","F","1968-06-27","NH","Republican",3,2011-01-05,2017-01-03
"Barbara Boxer","F","1940-11-11","CA","Democrat",3,1993-01-05,2017-01-03
"Daniel Coats","M","1943-05-16","IN","Republican",3,1989-01-03,1999-01-03
"Daniel Coats","M","1943-05-16","IN","Republican",3,2011-01-05,2017-01-03
"Mark Kirk","M","1959-09-15","IL","Republican",3,2010-11-29,2017-01-03
"Barbara Mikulski","F","1936-07-20","MD","Democrat",3,1987-01-06,2017-01-03
"Harry Reid","M","1939-12-02","NV","Democrat",3,1987-01-06,2017-01-03
"David Vitter","M","1961-05-03","LA","Republican",3,2005-01-04,2017-01-03
"Jefferson Sessions","M","1946-12-24","AL","Republican",2,1997-01-07,2017-02-08
"Alan Franken","M","1951-05-21","MN","Democrat",2,2009-07-07,2018-01-02
"Luther Strange","M","1953-03-01","AL","Republican",2,2017-02-09,2018-01-03
"Thad Cochran","M","1937-12-07","MS","Republican",2,1979-01-15,2018-04-01
"John McCain","M","1936-08-29","AZ","Republican",3,1987-01-06,2018-08-25
"Sherrod Brown","M","1952-11-09","OH","Democrat",1,2007-01-04,2019-01-03
"Maria Cantwell","F","1958-10-13","WA","Democrat",1,2001-01-03,2019-01-03
"Benjamin Cardin","M","1943-10-05","MD","Democrat",1,2007-01-04,2019-01-03
"Thomas Carper","M","1947-01-23","DE","Democrat",1,2001-01-03,2019-01-03
"Robert Casey","M","1960-04-13","PA","Democrat",1,2007-01-04,2019-01-03
"Bob Corker","M","1952-08-24","TN","Republican",1,2007-01-04,2019-01-03
"Dianne Feinstein","F","1933-06-22","CA","Democrat",1,1992-11-10,2019-01-03
"Orrin Hatch","M","1934-03-22","UT","Republican",1,1977-01-04,2019-01-03
"Amy Klobuchar","F","1960-05-25","MN","Democrat",1,2007-01-04,2019-01-03
"Claire McCaskill","F","1953-07-24","MO","Democrat",1,2007-01-04,2019-01-03
"Robert Menéndez","M","1954-01-01","NJ","Democrat",1,2006-01-18,2019-01-03
"Bill Nelson","M","1942-09-29","FL","Democrat",1,2001-01-03,2019-01-03
"Bernard Sanders","M","1941-09-08","VT","Independent",1,2007-01-04,2019-01-03
"Debbie Stabenow","F","1950-04-29","MI","Democrat",1,2001-01-03,2019-01-03
"Jon Tester","M","1956-08-21","MT","Democrat",1,2007-01-04,2019-01-03
"Sheldon Whitehouse","M","1955-10-20","RI","Democrat",1,2007-01-04,2019-01-03
"John Barrasso","M","1952-07-21","WY","Republican",1,2007-06-25,2019-01-03
"Roger Wicker","M","1951-07-05","MS","Republican",1,2007-12-31,2019-01-03
"Lamar Alexander","M","1940-07-03","TN","Republican",2,2003-01-07,2021-01-03
"Susan Collins","F","1952-12-07","ME","Republican",2,1997-01-07,2021-01-03
"John Cornyn","M","1952-02-02","TX","Republican",2,2002-11-30,2021-01-03
"Richard Durbin","M","1944-11-21","IL","Democrat",2,1997-01-07,2021-01-03
"Michael Enzi","M","1944-02-01","WY","Republican",2,1997-01-07,2021-01-03
"Lindsey Graham","M","1955-07-09","SC","Republican",2,2003-01-07,2021-01-03
"James Inhofe","M","1934-11-17","OK","Republican",2,1994-01-01,2021-01-03
"Mitch McConnell","M","1942-02-20","KY","Republican",2,1985-01-03,2021-01-03
"Jeff Merkley","M","1956-10-24","OR","Democrat",2,2009-01-06,2021-01-03
"John Reed","M","1949-11-12","RI","Democrat",2,1997-01-07,2021-01-03
"James Risch","M","1943-05-03","ID","Republican",2,2009-01-06,2021-01-03
"Pat Roberts","M","1936-04-20","KS","Republican",2,1997-01-07,2021-01-03
"Jeanne Shaheen","F","1947-01-28","NH","Democrat",2,2009-01-06,2021-01-03
"Tom Udall","M","1948-05-18","NM","Democrat",2,2009-01-06,2021-01-03
"Mark Warner","M","1954-12-15","VA","Democrat",2,2009-01-06,2021-01-03
"Kirsten Gillibrand","F","1966-12-09","NY","Democrat",1,2009-01-27,2019-01-03
"Chris Coons","M","1963-09-09","DE","Democrat",2,2010-11-15,2021-01-03
"Joe Manchin","M","1947-08-24","WV","Democrat",1,2010-11-15,2019-01-03
"Tammy Baldwin","F","1962-02-11","WI","Democrat",1,2013-01-03,2019-01-03
"Michael Bennet","M","1964-11-28","CO","Democrat",3,2009-01-22,2023-01-03
"Richard Blumenthal","M","1946-02-13","CT","Democrat",3,2011-01-05,2023-01-03
"Roy Blunt","M","1950-01-10","MO","Republican",3,2011-01-05,2023-01-03
"John Boozman","M","1950-12-10","AR","Republican",3,2011-01-05,2023-01-03
"Richard Burr","M","1955-11-30","NC","Republican",3,2005-01-04,2023-01-03
"Shelley Capito","F","1953-11-26","WV","Republican",2,2015-01-06,2021-01-03
"Bill Cassidy","M","1957-09-28","LA","Republican",2,2015-01-06,2021-01-03
"Michael Crapo","M","1951-05-20","ID","Republican",3,1999-01-06,2023-01-03
"Joe Donnelly","M","1955-09-28","IN","Democrat",1,2013-01-03,2019-01-03
"Jeff Flake","M","1962-12-31","AZ","Republican",1,2013-01-03,2019-01-03
"Cory Gardner","M","1974-08-22","CO","Republican",2,2015-01-06,2021-01-03
"Charles Grassley","M","1933-09-17","IA","Republican",3,1981-01-05,2023-01-03
